,bottom in dim 0,bottom in dim 1,bottom in dim 2,bottom in dim 3,bottom in dim 4,bottom in dim 5,bottom in dim 6,bottom in dim 7,bottom in dim 8,bottom in dim 9,bottom in dim 10,bottom in dim 11,bottom in dim 12,bottom in dim 13,bottom in dim 14
chr10:8331313-8333274,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
chr10:8365779-8366476,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
chr10:8416067-8417285,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
chr10:8444611-8445004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:9010005-9010548,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:9096266-9096665,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:9097350-9098047,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:11017372-11018858,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:11148922-11151350,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
chr10:11204162-11204818,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:11205364-11205765,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:11218373-11218711,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:11225730-11227994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:11229975-11230350,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:11236123-11236623,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:11237411-11238054,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:11256891-11257292,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:11335362-11335773,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:11337643-11337777,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:11472118-11472558,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:11483638-11483644,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:11535393-11535740,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:11573532-11573853,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:11604839-11605240,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:11710669-11711172,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:11718154-11718375,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:11823057-11823956,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:11863408-11864126,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:12181167-12181937,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:12241860-12242542,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:12270723-12271328,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:12366000-12366305,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:12413250-12413576,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:12448379-12449614,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
chr10:12485254-12485623,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:12514099-12514610,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:12547492-12547748,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:13107905-13108395,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:13158367-13158741,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:13271500-13271903,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:13351421-13352052,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:13453905-13454323,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:13556978-13557382,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:13718125-13718663,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:13784038-13784461,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:14008208-14010168,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:14184510-14186661,False,True,False,True,True,False,True,False,False,True,False,False,True,False,False
chr10:14506859-14508592,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:14528455-14528787,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:14542979-14543923,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:14563614-14566571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:14569210-14573905,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
chr10:14647592-14649180,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
chr10:14736760-14737168,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
chr10:14742685-14743177,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:14904091-14904639,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:14971926-14972245,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:15084504-15084938,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:15141089-15141650,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:15370294-15371777,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
chr10:15831508-15831841,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:15859694-15860930,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:16835236-16835597,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:16948293-16948878,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:16968714-16969019,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr10:17001912-17003673,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
